Frame ID,QR ID,QR 2D,QR 3D
12,1,"[[245, 156], [286, 154], [285, 194], [245, 194]]","[1.7959779868987238, 161.99046086399863, 3.202225615047042, -1.6710728664041246]"
13,1,"[[210, 140], [253, 139], [255, 181], [214, 182]]","[1.6956466023191983, -166.53829352251242, 2.6619760440300078, -1.2834454698637852]"
14,1,"[[207, 128], [251, 127], [252, 170], [208, 170]]","[1.6620639711240763, -164.29218915165876, -5.634730639142499, -0.4571719165202913]"
15,1,"[[229, 152], [273, 154], [273, 199], [227, 197]]","[1.6035152911980661, 166.19416563184865, -13.68771510836333, 3.1348269902686026]"
16,1,"[[184, 148], [232, 150], [229, 198], [182, 196]]","[1.5347337586446912, -178.41334660462635, -11.415033817781994, 3.031274505530031]"
17,1,"[[16, 162], [76, 168], [72, 224], [11, 220]]","[1.342757712391105, -171.818589731253, -28.976231437195466, 7.6960623013444724]"
18,1,"[[90, 160], [151, 165], [147, 223], [87, 219]]","[1.2291999973376961, -168.52950218835585, -23.062199580068164, 5.663556147772644]"
19,1,"[[95, 155], [153, 160], [149, 219], [90, 216]]","[1.2658102070910549, 172.2077529186679, -27.714409625971644, 5.969776261119068]"
20,1,"[[91, 172], [151, 178], [145, 237], [85, 233]]","[1.2389458521064876, -178.2461031103245, -29.619732063460606, 7.896830767279243]"
21,1,"[[94, 176], [156, 183], [150, 241], [89, 237]]","[1.2103056095800402, -172.2019674258673, -26.514528043044727, 7.626251278717842]"
22,1,"[[129, 192], [190, 199], [182, 256], [122, 251]]","[1.2184076437624274, -173.80186469060837, -25.39182809081006, 9.08855924153211]"
23,1,"[[135, 197], [195, 203], [189, 262], [128, 257]]","[1.2255188648534658, 154.98609324575995, -14.127781556845136, 6.2492311262516855]"
24,1,"[[147, 207], [209, 212], [203, 272], [141, 269]]","[1.1867176883735386, -179.956231138341, -25.024180167557738, 7.851621572244133]"
25,1,"[[157, 199], [221, 204], [215, 264], [152, 260]]","[1.1640256962241093, -173.94906828988903, -19.144439615268276, 6.563187099773294]"
26,1,"[[207, 222], [269, 224], [267, 284], [205, 283]]","[1.1961565861677592, 178.02451692879106, -11.560763269056446, 3.193993799034901]"
27,1,"[[253, 244], [314, 247], [313, 307], [251, 304]]","[1.2141425328261557, 173.8982320272651, 2.08032763885175, 1.6074400439403367]"
28,1,"[[338, 260], [399, 260], [400, 320], [340, 321]]","[1.2466099458968898, 167.60539854281333, 9.181660113925162, -2.4649379733934347]"
30,1,"[[524, 270], [591, 269], [589, 332], [525, 333]]","[1.3002953165006446, -176.61185389115622, 5.838803792853537, -2.2995143858465434]"
31,1,"[[536, 267], [600, 264], [602, 327], [538, 327]]","[1.370483091368455, -177.95329694934674, 5.3814114451473625, -3.2667154522062654]"
32,1,"[[569, 246], [634, 244], [637, 307], [575, 309]]","[1.4109642750677882, -177.7051587482495, -2.373693947740665, -3.2867879667703375]"
33,1,"[[602, 232], [666, 228], [671, 291], [606, 295]]","[1.4557540056177467, -175.15346408967466, -8.009137813885813, -5.031565987790028]"
34,1,"[[645, 240], [709, 236], [714, 300], [649, 303]]","[1.5696456981321505, -173.87662814204825, -14.861052184143253, -4.780518609352057]"
35,1,"[[681, 256], [745, 251], [751, 317], [686, 319]]","[1.6735564260838107, -173.068053883598, -18.36191202678212, -4.83398050605334]"
36,1,"[[680, 289], [743, 286], [750, 349], [685, 352]]","[1.7501985724144726, -171.6678477020751, -17.928853758674794, -5.071612002698275]"
37,1,"[[708, 320], [771, 315], [780, 376], [714, 382]]","[1.8924291056739413, 34.94915980770268, 44.98999808495481, -111.29454808439276]"
38,1,"[[706, 310], [769, 304], [776, 366], [712, 371]]","[1.8672383171449167, 33.76879987741199, 46.0594628272886, -114.19669024792552]"
41,1,"[[684, 292], [744, 288], [751, 349], [690, 353]]","[1.8180324841092854, -171.37783770905756, -18.48914424240625, -5.736243158857915]"
42,1,"[[676, 305], [735, 300], [741, 359], [682, 363]]","[1.8668979032875952, -170.21593118391536, -17.62374908892817, -6.6606679165936775]"
43,1,"[[658, 320], [716, 316], [721, 373], [664, 377]]","[1.877191275799148, -169.76172223085536, -16.570477445753074, -6.350783320795636]"
44,1,"[[642, 323], [699, 320], [703, 376], [646, 379]]","[1.854915440209969, -169.941369626271, -15.43107655747933, -5.343037725372896]"
45,1,"[[622, 326], [677, 326], [680, 380], [624, 381]]","[1.8738280118408843, 47.43980600016588, 51.03704639961189, -95.6596284338685]"
47,1,"[[576, 276], [628, 276], [629, 325], [575, 328]]","[1.7249416210685975, -174.02805068791358, -3.734624549124884, -2.908385761142692]"
48,1,"[[532, 262], [584, 260], [588, 310], [535, 312]]","[1.6667817222247339, 178.69071639136902, 11.315261392729367, -4.909000766586857]"
49,1,"[[508, 262], [559, 261], [561, 311], [510, 314]]","[1.596264481346616, 175.3710054505871, 11.298072160592715, -3.335013623219944]"
56,1,"[[147, 245], [198, 244], [196, 289], [143, 289]]","[1.4363355208592306, 131.48411232228054, -10.878394216434026, -0.41758273997180906]"
62,17,"[[880, 316], [830, 301], [881, 296], [886, 308]]","[8.60165060134749, 177.63730753288212, 11.179925107235247, -138.14162279709893]"
65,1,"[[381, 269], [418, 274], [413, 310], [376, 304]]","[2.044935460452831, 178.27140260934837, 18.775262741632034, 5.262716375246485]"
103,1,"[[343, 158], [389, 161], [382, 206], [336, 200]]","[1.5720006748781088, 157.65299052753878, 21.102111058392175, 4.6431770343044425]"
121,1,"[[240, 297], [293, 294], [292, 351], [237, 355]]","[1.2906286286713038, 167.25061749161227, -27.176925153413258, 8.123569425845211]"
122,1,"[[114, 295], [173, 296], [171, 353], [109, 353]]","[1.2911915773959286, 134.73092040094215, -15.084714305307942, 2.461648594905645]"
123,1,"[[101, 297], [162, 296], [161, 353], [96, 353]]","[1.2614088634410299, 127.6134843228641, -18.758611893082286, 3.082720670681457]"
124,1,"[[424, 224], [479, 234], [466, 291], [412, 277]]","[1.3559423221047036, 167.25479750610805, 34.2564433531201, 8.146124069352787]"
125,1,"[[591, 182], [647, 192], [632, 250], [575, 239]]","[1.4667274901930893, -175.2029257239196, -2.756914952073354, 10.184252967043834]"
127,1,"[[597, 153], [657, 158], [646, 217], [588, 211]]","[1.4865588806074466, -175.18752042760715, -2.685345231377623, 4.82726329467113]"
128,1,"[[560, 156], [619, 158], [611, 219], [553, 216]]","[1.3643785098596455, -172.95976158468437, 4.603836010565364, 2.0412844984367657]"
129,1,"[[536, 159], [599, 159], [591, 220], [531, 219]]","[1.302726974905471, -168.10950302258726, 12.675953803306669, -0.18264603215780106]"
131,1,"[[182, 253], [249, 244], [255, 306], [192, 317]]","[1.126831084518959, -178.2375272059564, -19.983859117962673, -5.119155881868391]"
132,1,"[[180, 332], [246, 330], [248, 396], [180, 399]]","[1.1679253547295763, 161.17374094751736, -15.700466429444054, 3.546270370673741]"
133,1,"[[196, 374], [265, 376], [264, 442], [191, 439]]","[1.1512010283720187, 172.02353962865254, -6.162555560711571, 4.410241991450879]"
134,1,"[[210, 489], [278, 492], [271, 561], [196, 554]]","[1.3401535779711855, -165.79350377766303, -2.621443369145931, 8.343207972677131]"
135,1,"[[184, 568], [253, 576], [240, 646], [166, 640]]","[1.5579280943823641, -159.09366321329338, -2.7778636017952123, 11.623478440171247]"
137,1,"[[174, 203], [245, 203], [244, 270], [174, 267]]","[1.0526797235231753, -170.66835776538366, -9.822674106850725, 2.102460110412972]"
158,1,"[[340, 427], [397, 432], [390, 483], [337, 479]]","[1.5494554948083428, -178.5994343820297, -0.34248514476710923, 4.890639472857114]"
169,37,"[[232, 177], [229, 173], [239, 156], [240, 174]]","[4.671808096900949, 144.85795299982362, -43.16101238275519, -109.1542355640649]"
189,1,"[[385, 68], [419, 75], [413, 111], [378, 104]]","[2.022530576794226, -170.96403976109258, -4.31087217730386, 8.985053595997027]"
190,1,"[[212, 152], [247, 157], [243, 191], [207, 189]]","[2.0211117451392338, -175.60757059868763, -21.72325969198443, 6.653880199895739]"
193,1,"[[3, 209], [45, 213], [47, 251], [6, 251]]","[1.9446641530583286, -170.0502824802227, -11.965505880291046, 3.707893586904269]"
194,1,"[[17, 230], [58, 229], [59, 266], [19, 267]]","[2.0928707213221927, -172.27786059301067, -23.47545992202076, 2.1245197232220003]"
200,1,"[[26, 78], [71, 78], [75, 125], [28, 127]]","[1.6504062950655671, -174.1009712652224, -55.13245788236311, -9.828050033604999]"
201,1,"[[47, 172], [91, 176], [89, 221], [47, 220]]","[1.684835854983473, 160.78132468523833, -53.00743650780175, 11.067714626169517]"
206,1,"[[35, 653], [81, 648], [82, 696], [32, 699]]","[2.911282480852576, 46.04441955585648, -18.97247967092853, 41.01423267362192]"
208,1,"[[72, 455], [115, 455], [115, 499], [66, 497]]","[2.1659787722592307, 65.93916935643695, -26.52802432124968, 41.510693938123715]"
208,17,"[[536, 75], [536, 92], [532, 95], [532, 80]]","[4.808195632256477, -69.52111094948638, 1.991503499664965, 95.30260758411515]"
209,1,"[[123, 379], [165, 383], [166, 423], [120, 423]]","[1.898808441091956, 104.74602601022859, -27.42278409357221, 21.95539683469622]"
210,1,"[[191, 299], [234, 300], [235, 343], [191, 343]]","[1.7526373539799656, 149.608817016627, -16.375256426626805, 4.974046515580471]"
211,1,"[[250, 242], [294, 241], [296, 285], [253, 286]]","[1.6753158617176973, 173.58644930384744, 6.24527941022404, -3.7346308584655383]"
212,1,"[[212, 144], [255, 147], [255, 193], [208, 191]]","[1.5709940429759557, 170.38786815508183, -22.49254959444659, 4.439055572063025]"
213,1,"[[191, 52], [241, 57], [241, 107], [191, 103]]","[1.3921800844463277, 174.10734332477747, -30.73593779475902, 0.440618134817931]"
214,1,"[[179, 12], [231, 14], [231, 68], [180, 63]]","[1.3524279335618303, -147.59988203880806, 4.788751916589681, 8.149590743640916]"
222,1,"[[224, 650], [287, 649], [284, 705], [226, 707]]","[2.0540388159478424, -155.63091187218907, 0.8400325080316705, 1.0261272575798783]"
223,1,"[[256, 637], [311, 634], [311, 689], [254, 694]]","[2.1649415516668418, -156.9893245547148, -1.2133557262989023, 0.7198766592212912]"
224,1,"[[237, 620], [294, 616], [295, 675], [237, 681]]","[2.0611435658130715, -158.21283809080393, 0.30685078460697474, -0.6095283034291475]"
228,1,"[[213, 362], [271, 360], [273, 415], [216, 417]]","[1.379482609712768, 167.63475567832748, -6.759793364992813, -0.40821045968898706]"
229,1,"[[213, 331], [272, 327], [274, 383], [217, 385]]","[1.3336583881671513, 170.99023061658292, -8.878378031661164, -0.7159324884757869]"
230,1,"[[229, 269], [287, 266], [292, 319], [235, 324]]","[1.3036257281830996, -179.85774905876195, -4.10783971970184, -4.137748685876363]"
231,1,"[[274, 253], [331, 250], [336, 304], [280, 308]]","[1.314287866075021, 178.07653907038767, 5.164198021188659, -5.5445823514008135]"
232,1,"[[314, 206], [371, 201], [378, 256], [322, 261]]","[1.291068309948524, -176.75960447827268, 14.158563710639442, -7.632768559300442]"
233,1,"[[280, 167], [339, 160], [346, 214], [288, 222]]","[1.2447952089811245, -165.26794324219486, 2.1984366098789487, -7.599627571910324]"
234,1,"[[306, 121], [364, 115], [372, 175], [317, 182]]","[1.192435469439122, 176.24550435446216, -15.324247551103081, -7.147765713731401]"
235,1,"[[350, 123], [408, 116], [416, 175], [359, 182]]","[1.2386232769198002, 177.48489655365, -0.1866787537593375, -7.29220206586004]"
236,1,"[[400, 93], [456, 84], [465, 143], [410, 151]]","[1.2707064863581958, -176.33266788310993, 4.054169234887285, -9.431551567772354]"
237,1,"[[428, 126], [483, 118], [492, 175], [438, 183]]","[1.3169226419919404, 176.52932729428835, 8.073503558245493, -8.630660275057723]"
238,1,"[[523, 216], [576, 211], [583, 267], [528, 271]]","[1.4835772260610756, 172.97843585148223, 11.847550668109136, -5.538998111357307]"
245,1,"[[648, 402], [695, 400], [695, 447], [649, 446]]","[2.431035979378123, -166.60450404307915, -16.44468060870095, -3.2511812149930885]"
246,1,"[[636, 368], [682, 369], [680, 415], [635, 412]]","[2.348273200635609, -169.5612379414489, -16.166758270890515, 0.3699057774866902]"
247,1,"[[605, 374], [648, 379], [647, 419], [601, 418]]","[2.3646681742844007, -169.28912524448816, -13.10382653265172, 1.0649196264491725]"
250,1,"[[441, 268], [482, 274], [479, 311], [439, 308]]","[2.0181653154644343, 164.03863971738724, 23.994113159038097, 1.3546085546178879]"
251,1,"[[432, 264], [471, 269], [467, 307], [428, 303]]","[1.9793252049018084, 173.27642668821494, 22.998163545247568, 2.7821173034603977]"
253,1,"[[407, 297], [447, 301], [442, 339], [404, 336]]","[1.9771030576944097, 170.8194438596284, 13.910835230982727, 3.340149157024373]"
265,1,"[[465, 176], [510, 185], [502, 228], [458, 221]]","[1.699333468682531, -171.43258580937103, 23.29838991593364, 9.136527599269467]"
266,1,"[[459, 181], [504, 188], [498, 233], [453, 228]]","[1.654508679592072, 178.28402188699616, 14.00033996584262, 7.221655231939236]"
267,1,"[[458, 179], [503, 186], [497, 232], [451, 227]]","[1.6162533162419648, 179.1296162497691, 11.375536317481847, 7.444443404820535]"
268,1,"[[418, 191], [467, 199], [461, 246], [412, 240]]","[1.5336582368059906, 163.9042139918296, 15.636167029610522, 7.670549099500367]"
270,1,"[[384, 144], [440, 147], [437, 202], [381, 198]]","[1.3343342551556205, -170.70550962878283, 17.098295592869032, 3.163284424900571]"
271,1,"[[380, 155], [440, 157], [436, 217], [377, 213]]","[1.2489464736339764, -175.31430913197642, 14.804289609616225, 2.6112999259601923]"
272,1,"[[373, 139], [438, 142], [436, 207], [370, 203]]","[1.1349066843830184, 170.26948573879375, 13.26795143621981, 2.687831902132625]"
273,1,"[[378, 146], [448, 152], [444, 223], [372, 218]]","[1.0344820225889528, 173.8043349645051, 7.892298335772741, 4.51463320127146]"
274,1,"[[364, 176], [447, 182], [440, 264], [356, 258]]","[0.8910238748125492, 179.87991453212052, 9.571739154385174, 3.9812278760002786]"
275,1,"[[347, 182], [443, 191], [435, 285], [340, 276]]","[0.778410771875419, 178.18041310430402, 12.967092901138068, 3.836027321934893]"
276,1,"[[350, 177], [451, 186], [444, 287], [344, 279]]","[0.7317381223751843, 172.18517537745777, 7.886007722774305, 4.085010775352141]"
277,1,"[[360, 193], [473, 200], [466, 317], [353, 309]]","[0.6486821716982513, 169.7931118954325, 8.28368451578651, 3.5299093692850967]"
278,1,"[[336, 224], [468, 230], [460, 359], [328, 352]]","[0.5726742105014867, 173.05592080105137, 9.572317932423264, 1.9389287292053519]"
279,1,"[[313, 212], [471, 222], [463, 377], [304, 369]]","[0.4723649348649883, 170.58394246504434, 6.373964039576315, 2.720178397420353]"
280,1,"[[284, 226], [467, 236], [456, 417], [269, 407]]","[0.4062078458648705, 170.49214054313472, 1.938916124587663, 3.9598391994508257]"
281,1,"[[245, 226], [447, 239], [435, 435], [231, 431]]","[0.36642476361268767, 169.96960496080854, -3.770122765343943, 4.869658350909384]"
282,1,"[[219, 218], [434, 232], [426, 444], [204, 435]]","[0.34336101701044974, 167.7198718651454, -1.9997663331679352, 4.194287891999733]"
283,1,"[[199, 208], [440, 224], [431, 460], [184, 451]]","[0.30792768024745576, 169.68620564889738, -2.548042469561129, 4.0535047045247765]"
284,1,"[[216, 194], [477, 212], [464, 467], [198, 455]]","[0.2837866558574314, 173.02544304566067, -2.864211368283746, 4.556004595974618]"
285,1,"[[221, 182], [475, 201], [463, 449], [203, 436]]","[0.2876126841580636, 171.89506536667608, -1.67609103543664, 4.416266896442519]"
286,1,"[[256, 180], [486, 200], [471, 427], [240, 411]]","[0.31715824400757336, 172.131641870643, 0.8535855134953346, 4.646473302685997]"
287,1,"[[288, 230], [488, 245], [473, 440], [272, 426]]","[0.3773994827713393, 173.7754790892056, 0.6991306484502915, 4.789428927387444]"
288,1,"[[355, 249], [511, 260], [507, 421], [345, 411]]","[0.4832922157160457, 170.29501101561917, 2.820906306198895, 3.9579586615455877]"
289,1,"[[384, 251], [535, 262], [522, 412], [374, 399]]","[0.5180851511760595, 177.1661774498293, 5.555034868081576, 3.850010197798757]"
291,1,"[[408, 234], [535, 247], [524, 369], [396, 360]]","[0.6101854902256831, 177.6052404677556, 10.904067587948022, 3.6623343028636466]"
292,1,"[[414, 232], [525, 240], [516, 349], [404, 339]]","[0.6998944522164263, 177.1574189672554, 16.388459756595168, 2.504191131512165]"
293,1,"[[414, 238], [516, 245], [509, 347], [404, 339]]","[0.7511868649318215, 173.85874892979538, 14.778120129641026, 2.665861321715202]"
294,1,"[[428, 223], [527, 231], [519, 333], [420, 319]]","[0.7867170783792053, 173.01168791757564, 26.509054451064163, 1.805620450446938]"
295,1,"[[451, 242], [543, 248], [535, 341], [443, 333]]","[0.8513967383545908, 176.4574319879645, 14.067110377611124, 3.0487460374797335]"
297,1,"[[489, 301], [572, 308], [563, 389], [482, 382]]","[1.014974918847074, -178.10190639201195, 2.8554166305930115, 4.17163266884595]"
298,1,"[[487, 303], [564, 307], [560, 383], [483, 379]]","[1.0866765081989518, -179.92428993139592, 4.2449494178772476, 2.078798042775592]"
300,1,"[[500, 263], [569, 268], [562, 335], [492, 330]]","[1.179151329080035, -177.7186054091057, 11.090875883018922, 2.961546523111164]"
302,1,"[[481, 266], [543, 268], [539, 328], [475, 328]]","[1.25757353392135, -178.77886014959267, 11.302510598025934, 0.5884641337245271]"
303,1,"[[488, 256], [548, 259], [544, 319], [484, 314]]","[1.3520243837499943, 176.7151579418477, 18.171800063652956, 1.4870924362461744]"
308,1,"[[499, 260], [547, 263], [545, 306], [496, 306]]","[1.7042435549425572, -175.59453435595915, 20.060370308272066, -1.3409765873888442]"
309,1,"[[517, 264], [563, 266], [560, 310], [514, 309]]","[1.791594559439778, -178.82151173897188, 12.681636256433986, 0.5576446711474558]"
310,1,"[[523, 264], [569, 265], [567, 308], [522, 307]]","[1.8679041741708793, -178.43246683263195, 14.775695143719922, -1.1725785901651775]"
311,1,"[[524, 242], [567, 242], [566, 284], [522, 284]]","[1.8929118640003646, -178.1233116105287, 15.335843067068852, -1.5341881726401]"
312,1,"[[526, 223], [567, 227], [566, 269], [523, 271]]","[1.7984024434699681, 176.67435603808215, 6.33536006052427, 2.25904426828848]"
314,1,"[[493, 224], [534, 222], [534, 262], [495, 263]]","[1.9708531684635682, 179.7739594979614, 22.632013382260592, -4.692990359746908]"
